uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"67c413ea-959c-4cc2-a430-0af95b399a5e","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03720",,"ok","small tree","Live",2.7,130,3.3,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b12f5072-1199-452d-9025-558f0a6258b3","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03709",,"ok","sapling","Live",,,0.9,,,,,,,,1.8,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d0ce57c3-58cc-4152-9ef8-4ec7d823c4d2","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.04803",,"ok","sapling","Live",,,0.7,,,,,,,,1.2,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"75e36e1e-0caf-468b-b4ec-d8acab62c9a7","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01757",,"ok","single bole tree","Live",21.0,130,14.0,,,,6.5,5.1,"Full sun",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"69aa7e2e-4e1e-4524-b141-999f07562e3b","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03719",,"ok","sapling","Live",,,1.1,,,,,,,,1.4,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ec44dcaf-79fc-40bf-b411-b1d885c7dd93","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03708",,"ok","small tree","Live",2.3,130,2.1,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"057fad45-59d9-4b52-8aa0-b6a334de452b","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03721",,"ok","small tree","Live",8.6,130,6.8,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a0e397b1-68d2-4b9d-83fa-d1b23cc3bf90","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.04802",,"ok","small shrub","Live",,,0.6,,,,0.6,0.2,,"cone",1.2,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d34c5c81-d0bb-4335-953d-10111dec4937","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03704",,"ok","small tree","Live",3.1,130,3.5,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"8fb4d4bf-4e4f-44b1-b413-d4d316a5cfe0","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01797",,"ok","single bole tree","Live",33.5,130,11.5,,,,6.5,5.7,"Open grown",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"cf76495d-9fd6-4fd2-b298-88ee03a1658a","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.04801",,"ok","small tree","Live",6.8,130,4.0,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"57539c03-2a39-4527-92ce-3883c5dd212f","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03729",,"ok","sapling","Live",,,0.7,,,,,,,,1.1,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"bd224f61-24cf-40dd-939d-69fdff95fef4","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01788",,"ok","single bole tree","Live",11.3,130,7.0,,,,5.1,4.6,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"aa01014e-a43e-457e-ab53-1104e308faa7","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01775A",,"ok","multi-bole tree","Live",13.1,130,,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"641c1a07-e46e-4196-9e6e-3d2f5187b169","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01774",,"ok","single bole tree","Standing dead",16.5,130,7.6,,,,3.4,1.3,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"dd30c8ee-28f4-4835-a132-517cba68f35d","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03718",,"ok","small tree","Live",1.0,130,1.7,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5be147ff-2178-4bb7-bfe9-62a8ee1bb10f","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01795",,"ok","single bole tree","Live",18.8,130,6.6,,,,5.1,3.1,"Full sun",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a92e62a0-feb4-4d06-9e6d-14c54982f988","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03728",,"ok","sapling","Live",,,0.5,,,,,,,,1.1,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"15a683c0-7991-48ef-bd68-36adc9a083de","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03711",,"ok","small tree","Live",1.8,130,1.7,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"78dbf82a-61f1-41e9-a706-bf3b2477af1d","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03701",,"ok","small tree","Live",1.6,130,1.2,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3fb490cf-5319-45a5-95e3-d50dc35e0f65","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01775",,"ok","multi-bole tree","Live",21.7,130,12.5,,,,7.6,4.9,"Open grown",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"17a01e34-b138-46b6-862b-05dd3ef3e624","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01758",,"ok","single bole tree","Live",10.8,130,11.5,,,,5.5,5.4,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"7b549ec0-70ac-471f-b263-73507e800738","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01763",,"ok","single bole tree","Standing dead",18.0,130,4.3,,,,0.1,0.1,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"41f817fd-56b5-47a6-a3d2-733236517790","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03716",,"ok","single shrub","Live",7.1,130,5.5,,,,3.8,2.3,,"cylinder",9.1,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"95f42ce0-724a-47df-8dd3-8ae313433c89","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03710",,"ok","sapling","Live",,,1.5,,,,,,,,4.0,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0877138a-fd17-4f3c-a6e0-d96e017946f6","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01756",,"ok","single bole tree","Live",19.0,130,8.2,,,,5.3,4.9,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"008d2ec3-84f4-4eab-b197-934f0444896b","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01764",,"ok","single bole tree","Live",17.9,130,6.3,,,,5.0,4.9,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c5ab9ef7-0699-4bf4-84e9-b4b0e521c079","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03722",,"ok","sapling","Live",,,1.1,,,,,,,,1.8,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"bd6ecb5e-7b9e-408f-a44a-64ff070102d3","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03730",,"ok","sapling","Live",,,0.6,,,,,,,,1.0,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"50d4c5f5-ee6a-4f40-841d-25c1c64d005f","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03702",,"ok","sapling","Live",,,1.3,,,,,,,,2.1,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d04a5dde-f633-4245-a4d5-7d796b165c4e","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01787",,"ok","single bole tree","Standing dead",20.2,130,4.9,,,,2.9,2.8,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"940fb5be-e25d-4883-b584-584986f00187","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03727",,"ok","small tree","Live",5.1,130,4.5,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"60275017-2c1c-4449-8fad-9015e58a4489","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01796A",,"ok","multi-bole tree","Standing dead",15.9,130,6.2,,,,3.9,2.5,"Full sun",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c790c2d5-98c4-4f97-8992-9a3bb3fbce24","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03712",,"ok","sapling","Live",,,1.2,,,,,,,,1.1,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"8c4e15e0-9ab8-417d-9ea1-74a3d6b609ee","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01791",,"ok","single bole tree","Live",16.3,130,7.0,,,,4.6,3.0,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"591f60f6-ebeb-4cf6-824e-d6a625a64af9","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01786",,"ok","single bole tree","Live",20.6,130,9.6,,,,3.4,2.4,"Full sun",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5eb91835-1dc0-4d6d-882c-6a2dfb7813ea","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03725",,"ok","small tree","Live",1.1,130,1.8,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"82cea124-dcf5-4ac3-856d-d5348342beb4","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01796",,"ok","multi-bole tree","Live",18.3,130,2.8,,,,6.7,6.7,"Full sun",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"dc7929d5-96aa-4657-b75e-40f39e4d1de4","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03707",,"ok","single shrub","Standing dead",5.3,130,1.5,,,,1.6,0.5,,"cone",6.4,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"e7e5c30b-1bf0-479a-9aa9-cf6ab9a0d870","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03713",,"ok","sapling","Standing dead",,,1.0,,,,,,,,1.4,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f8befb5b-d40f-436f-827d-4a967ad19398","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03706",,"ok","small tree","Live",7.0,130,5.4,,,,,,,,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"34fe0c3e-5187-4595-8d05-a084546c1ac7","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01784",,"ok","single bole tree","Live",16.1,130,7.6,,,,3.3,2.5,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0df962d1-d38b-4064-bc3b-a48a00c027c5","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01760",,"ok","single bole tree","Live",13.2,130,4.9,,,,4.0,3.5,"Full sun",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f900ed5d-960f-4110-b4ef-01c161694255","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03731",,"ok","small shrub","Live",,,0.8,,,,0.7,0.6,,"cone",1.0,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3e5e31be-bf6f-466b-a95b-441d0aaa2207","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01780",,"ok","single bole tree","Live",11.2,130,8.7,,,,4.9,4.3,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0440c89b-1fdc-4bd6-a453-075dbeaaea1c","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01761",,"ok","single bole tree","Live",15.0,130,5.4,,,,4.1,3.9,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"bd494b17-97e3-485b-9605-5d0661229080","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03717",,"ok","single shrub","Standing dead",2.7,130,2.0,,,,1.6,0.7,,"cylinder",7.5,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"1d2f6b3e-0e54-45b8-86b8-a70a43b2e6f1","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.03732",,"ok","sapling","Standing dead",,,0.4,,,,,,,,1.0,10,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"dc333626-aa88-478f-bef8-e2badf292b61","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01762",,"ok","single bole tree","Standing dead",11.7,130,4.7,,,,0.1,0.1,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c445d32b-c869-4044-9434-592f3ecb6f94","BONA_026.basePlot.vst","2017-09-27","vst_BONA_2017","D19","BONA","BONA_026",,"NEON.PLA.D19.BONA.01776",,"ok","single bole tree","Live",12.5,130,6.5,,,,2.3,2.3,"Partially shaded",,,,,,,,,,,,,,,"jhutton@battelleecology.org","whendricks@battelleecology.org","legacyData"
